Open Time,BTCUSDT,ETHUSDT,BCHUSDT,XRPUSDT,EOSUSDT,LTCUSDT,TRXUSDT,ETCUSDT,LINKUSDT,XLMUSDT,ADAUSDT,XMRUSDT,DASHUSDT,ZECUSDT,XTZUSDT,BNBUSDT,ATOMUSDT,ONTUSDT,IOTAUSDT,BATUSDT,VETUSDT,NEOUSDT,QTUMUSDT,IOSTUSDT,THETAUSDT,ALGOUSDT,ZILUSDT,KNCUSDT,ZRXUSDT,COMPUSDT,DOGEUSDT,SXPUSDT,KAVAUSDT,BANDUSDT,RLCUSDT,MKRUSDT,SNXUSDT,DOTUSDT
2023-01-01 00:00:00+00:00,16527.0,1193.89,96.32,0.3384,0.86,69.28,0.0545,15.657,5.523,0.07071
2023-01-01 01:00:00+00:00,16550.4,1196.16,96.51,0.3388,0.86,69.49,0.05473,15.708,5.553,0.07097
2023-01-01 02:00:00+00:00,16542.4,1195.62,96.48,0.3379,0.861,69.49,0.05468,15.696,5.544,0.07106
2023-01-01 03:00:00+00:00,16529.3,1194.05,96.42,0.3381,0.861,69.43,0.05474,15.708,5.55,0.07089
2023-01-01 04:00:00+00:00,16517.8,1193.07,96.12,0.3361,0.856,69.26,0.05463,15.629,5.515,0.07079
2023-01-01 05:00:00+00:00,16525.7,1194.57,96.32,0.3365,0.858,69.38,0.05454,15.67,5.533,0.07085
2023-01-01 06:00:00+00:00,16535.3,1194.75,96.37,0.3365,0.859,69.34,0.05457,15.674,5.543,0.07097
2023-01-01 07:00:00+00:00,16519.6,1195.07,96.44,0.3366,0.861,69.49,0.05454,15.655,5.529,0.07105
2023-01-01 08:00:00+00:00,16504.2,1194.13,96.32,0.3367,0.859,69.88,0.05442,15.629,5.512,0.07108
2023-01-01 09:00:00+00:00,16532.7,1196.55,96.64,0.3377,0.862,70.45,0.05456,15.667,5.575,0.07151
2023-01-01 10:00:00+00:00,16542.8,1197.17,96.59,0.3382,0.864,70.33,0.05464,15.687,5.57,0.07161
2023-01-01 11:00:00+00:00,16549.8,1196.4,96.72,0.3382,0.864,70.19,0.0547,15.667,5.574,0.07178
2023-01-01 12:00:00+00:00,16553.9,1197.17,96.65,0.338,0.866,69.93,0.05468,15.69,5.57,0.07186
2023-01-01 13:00:00+00:00,16539.9,1194.99,96.44,0.3382,0.866,69.73,0.05468,15.64,5.558,0.07176
2023-01-01 14:00:00+00:00,16533.1,1194.46,96.42,0.3373,0.865,69.82,0.05462,15.654,5.556,0.07182
2023-01-01 15:00:00+00:00,16553.1,1196.52,96.57,0.3368,0.867,70.31,0.05481,15.683,5.592,0.07193
2023-01-01 16:00:00+00:00,16556.0,1197.03,96.68,0.3369,0.867,70.6,0.05487,15.671,5.594,0.07194
2023-01-01 17:00:00+00:00,16573.1,1200.34,96.78,0.3377,0.869,70.84,0.05486,15.69,5.606,0.07182
2023-01-01 18:00:00+00:00,16584.3,1200.71,97.1,0.3393,0.875,70.97,0.05485,15.723,5.614,0.07202
2023-01-01 19:00:00+00:00,16596.1,1201.47,97.25,0.3389,0.88,70.88,0.05482,15.772,5.602,0.07215
2023-01-01 20:00:00+00:00,16593.8,1201.03,97.28,0.3385,0.879,71.1,0.0548,15.761,5.611,0.07219
2023-01-01 21:00:00+00:00,16597.6,1202.59,97.04,0.3384,0.882,71.1,0.05484,15.778,5.623,0.07234
2023-01-01 22:00:00+00:00,16594.4,1200.69,96.81,0.3384,0.88,70.8,0.05483,15.742,5.611,0.07255
2023-01-01 23:00:00+00:00,16610.3,1199.96,96.76,0.3385,0.879,70.88,0.05475,15.781,5.626,0.07249
2023-01-02 00:00:00+00:00,16578.0,1197.78,96.33,0.3364,0.876,70.37,0.0548,15.679,5.603,0.07209
2023-01-02 01:00:00+00:00,16556.5,1194.55,95.58,0.3248,0.871,70.11,0.05445,15.525,5.56,0.07116
2023-01-02 02:00:00+00:00,16580.4,1196.37,95.88,0.3261,0.872,70.47,0.05452,15.598,5.576,0.0716
2023-01-02 03:00:00+00:00,16654.6,1201.42,96.31,0.3282,0.881,70.88,0.05455,15.686,5.623,0.07221
2023-01-02 04:00:00+00:00,16631.8,1201.27,96.36,0.3276,0.879,70.41,0.05457,15.708,5.608,0.07198
2023-01-02 05:00:00+00:00,16640.0,1201.91,96.52,0.3312,0.88,70.58,0.05462,15.692,5.629,0.07237
2023-01-02 06:00:00+00:00,16632.4,1200.85,96.49,0.3315,0.879,70.48,0.05452,15.68,5.613,0.07214
2023-01-02 07:00:00+00:00,16712.5,1212.82,97.85,0.3373,0.886,74.79,0.0547,16.062,5.68,0.0726
2023-01-02 08:00:00+00:00,16724.5,1215.32,98.74,0.3432,0.887,75.37,0.05521,16.076,5.686,0.07313
2023-01-02 09:00:00+00:00,16710.0,1216.55,98.57,0.345,0.889,75.13,0.05516,16.049,5.695,0.07314
2023-01-02 10:00:00+00:00,16720.2,1217.01,98.69,0.3451,0.888,75.04,0.05526,16.066,5.69,0.07294
2023-01-02 11:00:00+00:00,16728.5,1216.72,98.86,0.344,0.888,75.26,0.05535,16.111,5.69,0.07298
2023-01-02 12:00:00+00:00,16713.2,1216.11,98.98,0.3429,0.888,75.3,0.05515,16.068,5.681,0.07301
2023-01-02 13:00:00+00:00,16687.8,1214.2,98.85,0.3437,0.885,75.28,0.05514,16.042,5.664,0.07271
2023-01-02 14:00:00+00:00,16694.8,1216.39,99.49,0.3451,0.885,75.63,0.05515,16.039,5.679,0.07289
2023-01-02 15:00:00+00:00,16729.2,1218.5,100.24,0.3509,0.887,75.12,0.05529,16.108,5.699,0.07331
2023-01-02 16:00:00+00:00,16704.1,1215.76,99.99,0.3512,0.883,74.52,0.0553,16.094,5.686,0.07316
2023-01-02 17:00:00+00:00,16710.1,1216.62,99.94,0.3524,0.885,74.75,0.05524,16.149,5.711,0.07347
